modifier_id,affix_type,source,tier,level,weight,effect,page_url
1503214,基础词缀,法杖,0,1,1,+1 坚韧祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503215,基础词缀,法杖,0,1,1,+1 灵动祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503216,基础词缀,法杖,0,1,1,+1 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503210,基础词缀,法杖,1,1,1,+1 投射物数量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503211,基础词缀,法杖,1,1,1,+1 抛射投射物分裂数量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503212,基础词缀,法杖,1,1,1,+(6–8)% 元素和混沌抗性穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503213,基础词缀,法杖,1,1,1,+(5–7)% 护甲减伤穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503200,基础词缀,法杖,2,1,1,法术附加 (10–13) - (14–19) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503201,基础词缀,法杖,2,1,1,法术附加 (9–14) - (15–20) 点火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503202,基础词缀,法杖,2,1,1,法术附加 (10–13) - (14–19) 点冰霜伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503203,基础词缀,法杖,2,1,1,法术附加 (1–2) - (28–32) 点闪电伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503204,基础词缀,法杖,2,1,1,法术附加 (11–13) - (15–18) 点混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503205,基础词缀,法杖,2,1,1,+(20–24)% 物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503206,基础词缀,法杖,2,1,1,+(20–24)% 元素伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503207,基础词缀,法杖,2,1,1,+(20–24)% 混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503208,基础词缀,法杖,2,1,1,+(20–24)% 法术伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503209,基础词缀,法杖,2,1,1,+(6–8)% 施法速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503217,基础词缀,法杖,2,1,1,+8% 生命返还与护盾返还,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502714,基础词缀,火枪,0,1,1,+2 坚韧祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502715,基础词缀,火枪,0,1,1,+2 灵动祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502716,基础词缀,火枪,0,1,1,+2 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502719,基础词缀,火枪,0,1,1,"暴击幸运
(-50–-40)% 暴击值",https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502710,基础词缀,火枪,1,1,1,+2 投射物数量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502711,基础词缀,火枪,1,1,1,+2 直射投射物穿透次数,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502712,基础词缀,火枪,1,1,1,+(12–16)% 元素和混沌抗性穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502713,基础词缀,火枪,1,1,1,+(10–14)% 护甲减伤穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502717,基础词缀,火枪,1,1,1,+(48–64)% 该装备物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502718,基础词缀,火枪,1,1,1,该装备附加 (64–68) - (80–84) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502700,基础词缀,火枪,2,1,1,攻击附加 (25–30) - (33–38) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502701,基础词缀,火枪,2,1,1,攻击附加 (24–29) - (34–39) 点火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502702,基础词缀,火枪,2,1,1,攻击附加 (24–29) - (34–39) 点冰霜伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502703,基础词缀,火枪,2,1,1,攻击附加 (1–3) - (60–65) 点闪电伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502704,基础词缀,火枪,2,1,1,攻击附加 (26–31) - (32–37) 点混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502705,基础词缀,火枪,2,1,1,+(40–48)% 物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502706,基础词缀,火枪,2,1,1,+(40–48)% 元素伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502707,基础词缀,火枪,2,1,1,+(40–48)% 混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502708,基础词缀,火枪,2,1,1,+(40–48)% 远程伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502709,基础词缀,火枪,2,1,1,+(12–16)% 攻击速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502720,基础词缀,火枪,2,1,1,+16% 生命返还与护盾返还,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502814,基础词缀,火炮,0,1,1,+2 坚韧祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502815,基础词缀,火炮,0,1,1,+2 灵动祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502816,基础词缀,火炮,0,1,1,+2 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502819,基础词缀,火炮,0,1,1,"暴击幸运
(-50–-40)% 暴击值",https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502820,基础词缀,火炮,0,1,1,攻击或者法术击败敌人时 (20–25)% 几率爆炸，对半径 6 米内的敌人造成被击败的敌人最大生命 (250–300)% 的真实伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502810,基础词缀,火炮,1,1,1,+2 投射物数量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502811,基础词缀,火炮,1,1,1,+2 抛射投射物分裂数量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502812,基础词缀,火炮,1,1,1,+(12–16)% 元素和混沌抗性穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502813,基础词缀,火炮,1,1,1,+(10–14)% 护甲减伤穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502817,基础词缀,火炮,1,1,1,+(48–64)% 该装备物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502818,基础词缀,火炮,1,1,1,该装备附加 (64–68) - (80–84) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502800,基础词缀,火炮,2,1,1,攻击附加 (25–30) - (33–38) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502801,基础词缀,火炮,2,1,1,攻击附加 (24–29) - (34–39) 点火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502802,基础词缀,火炮,2,1,1,攻击附加 (24–29) - (34–39) 点冰霜伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502803,基础词缀,火炮,2,1,1,攻击附加 (1–3) - (60–65) 点闪电伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502804,基础词缀,火炮,2,1,1,攻击附加 (26–31) - (32–37) 点混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502805,基础词缀,火炮,2,1,1,+(40–48)% 物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502806,基础词缀,火炮,2,1,1,+(40–48)% 元素伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502807,基础词缀,火炮,2,1,1,+(40–48)% 混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502808,基础词缀,火炮,2,1,1,+(40–48)% 远程伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502809,基础词缀,火炮,2,1,1,+(12–16)% 攻击速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502821,基础词缀,火炮,2,1,1,+16% 生命返还与护盾返还,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509013,基础词缀,灵戒,0,1,1,+1 坚韧祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509014,基础词缀,灵戒,0,1,1,+1 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509015,基础词缀,灵戒,0,1,1,周围 15 米内敌人受到 20 级不祥诅咒,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509016,基础词缀,灵戒,0,1,1,召唤物造成伤害时，触发 20 级胆怯诅咒，冷却时间为 0.2 秒,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509017,基础词缀,灵戒,0,1,1,召唤物造成伤害时，触发 20 级苦痛纠缠诅咒，冷却时间为 0.2 秒,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509021,基础词缀,灵戒,0,1,1,免疫诅咒,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509010,基础词缀,灵戒,1,1,1,+(8–10)% 移动速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509011,基础词缀,灵戒,1,1,1,每秒统御值增加 3 点,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509012,基础词缀,灵戒,1,1,1,魔灵 +32 初始生长值,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509019,基础词缀,灵戒,1,1,1,免疫创伤,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509020,基础词缀,灵戒,1,1,1,免疫凋零,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509022,基础词缀,灵戒,1,1,1,召唤物攻击暴击时，获得攻击激进,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509023,基础词缀,灵戒,1,1,1,召唤物法术暴击时，获得法术激进,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509000,基础词缀,灵戒,2,1,1,+(54–74) 最大生命,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509001,基础词缀,灵戒,2,1,1,+(87–117) 最大护盾,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509002,基础词缀,灵戒,2,1,1,+(5–10)% 火焰抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509003,基础词缀,灵戒,2,1,1,+(5–10)% 冰霜抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509004,基础词缀,灵戒,2,1,1,+(5–10)% 闪电抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509005,基础词缀,灵戒,2,1,1,+(5–10)% 混沌抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509006,基础词缀,灵戒,2,1,1,+(15–20) 力量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509007,基础词缀,灵戒,2,1,1,+(15–20) 敏捷,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509008,基础词缀,灵戒,2,1,1,+(15–20) 智慧,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1509009,基础词缀,灵戒,2,1,1,+(6–8)% 召唤物移动速度，攻击速度和施法速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503315,基础词缀,灵杖,0,1,1,+1 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503310,基础词缀,灵杖,1,1,1,释放召唤技能时，+100% 几率获得 1 层坚韧祝福，间隔 1 秒,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503311,基础词缀,灵杖,1,1,1,释放召唤技能时，+100% 几率获得 1 层聚能祝福，间隔 1 秒,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503312,基础词缀,灵杖,1,1,1,额外 +(6–8)% 召唤物伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503313,基础词缀,灵杖,1,1,1,召唤物伤害穿透 (6–8)% 元素抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503314,基础词缀,灵杖,1,1,1,召唤物 +(5–7)% 护甲减伤穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503300,基础词缀,灵杖,2,1,1,召唤物附加 (10–13) - (14–19) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503301,基础词缀,灵杖,2,1,1,召唤物附加 (9–14) - (15–20) 点火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503302,基础词缀,灵杖,2,1,1,召唤物附加 (10–13) - (14–19) 点冰霜伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503303,基础词缀,灵杖,2,1,1,召唤物附加 (1–2) - (28–32) 点闪电伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503304,基础词缀,灵杖,2,1,1,召唤物附加 (11–13) - (15–18) 点混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503305,基础词缀,灵杖,2,1,1,+(15–20) 力量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503306,基础词缀,灵杖,2,1,1,+(15–20) 敏捷,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503307,基础词缀,灵杖,2,1,1,+(15–20) 智慧,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503308,基础词缀,灵杖,2,1,1,+(20–24)% 召唤物伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503309,基础词缀,灵杖,2,1,1,+(6–8)% 召唤物攻击与施法速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500114,基础词缀,爪,0,1,1,+1 坚韧祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500115,基础词缀,爪,0,1,1,+1 灵动祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500116,基础词缀,爪,0,1,1,+1 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500110,基础词缀,爪,1,1,11,+1 幻影数量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500111,基础词缀,爪,1,1,11,额外 +(6–8)% 攻击伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500112,基础词缀,爪,1,1,11,+(6–8)% 元素和混沌抗性穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500113,基础词缀,爪,1,1,11,+(5–7)% 护甲减伤穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500100,基础词缀,爪,2,1,30,攻击附加 (10–13) - (14–19) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500101,基础词缀,爪,2,1,30,攻击附加 (9–14) - (15–20) 点火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500102,基础词缀,爪,2,1,30,攻击附加 (10–13) - (14–19) 点冰霜伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500103,基础词缀,爪,2,1,30,攻击附加 (1–2) - (28–32) 点闪电伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500104,基础词缀,爪,2,1,30,攻击附加 (11–13) - (15–18) 点混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500105,基础词缀,爪,2,1,30,+(20–24)% 物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500106,基础词缀,爪,2,1,30,+(20–24)% 元素伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500107,基础词缀,爪,2,1,30,+(20–24)% 混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500108,基础词缀,爪,2,1,30,+(20–24)% 近战伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500109,基础词缀,爪,2,1,30,+(6–8)% 攻击速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1500117,基础词缀,爪,2,1,1,+8% 生命返还与护盾返还,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502312,基础词缀,腰带,0,1,1,+(20–25)% 冷却回复速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502313,基础词缀,腰带,0,1,1,+(20–25)% 技能效果持续时间,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502319,基础词缀,腰带,0,1,1,释放灵药技能时，获得 1 层所有祝福,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502320,基础词缀,腰带,0,1,1,拥有迅捷,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502310,基础词缀,腰带,1,1,1,+(8–10)% 移动速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502314,基础词缀,腰带,1,1,1,+(6–8)% 魔力封印补偿,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502315,基础词缀,腰带,1,1,1,+(7–8)% 光环效果,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502316,基础词缀,腰带,1,1,1,"免疫瘫痪
免疫致盲",https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502317,基础词缀,腰带,1,1,1,"免疫减速
免疫虚弱",https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502318,基础词缀,腰带,1,1,1,灵药技能每秒获得 1.5 充能进度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502300,基础词缀,腰带,2,1,1,+(54–74) 最大生命,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502301,基础词缀,腰带,2,1,1,+(40–60) 最大魔力,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502302,基础词缀,腰带,2,1,1,+(87–117) 最大护盾,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502303,基础词缀,腰带,2,1,1,+(5–10)% 火焰抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502304,基础词缀,腰带,2,1,1,+(5–10)% 冰霜抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502305,基础词缀,腰带,2,1,1,+(5–10)% 闪电抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502306,基础词缀,腰带,2,1,1,+(5–10)% 混沌抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501214,基础词缀,锡杖,0,1,1,+2 坚韧祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501215,基础词缀,锡杖,0,1,1,+2 灵动祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501216,基础词缀,锡杖,0,1,1,+2 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501217,基础词缀,锡杖,0,1,1,攻击或者法术击败敌人时 (20–25)% 几率爆炸，对半径 6 米内的敌人造成被击败的敌人最大生命 (250–300)% 的真实伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501210,基础词缀,锡杖,1,1,1,额外 +(12–16)% 法术伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501211,基础词缀,锡杖,1,1,1,引导时， 额外 +(12–16)% 伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501212,基础词缀,锡杖,1,1,1,+(12–16)% 元素和混沌抗性穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501213,基础词缀,锡杖,1,1,1,+(10–14)% 护甲减伤穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501218,基础词缀,锡杖,1,1,1,+2 投射物数量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501200,基础词缀,锡杖,2,1,1,法术附加 (25–30) - (33–38) 点物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501201,基础词缀,锡杖,2,1,1,法术附加 (24–29) - (34–39) 点火焰伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501202,基础词缀,锡杖,2,1,1,法术附加 (24–29) - (34–39) 点冰霜伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501203,基础词缀,锡杖,2,1,1,法术附加 (1–3) - (60–65) 点闪电伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501204,基础词缀,锡杖,2,1,1,法术附加 (26–31) - (32–37) 点混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501205,基础词缀,锡杖,2,1,1,+(40–48)% 物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501206,基础词缀,锡杖,2,1,1,+(40–48)% 元素伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501207,基础词缀,锡杖,2,1,1,+(40–48)% 混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501208,基础词缀,锡杖,2,1,1,+(40–48)% 法术伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501209,基础词缀,锡杖,2,1,1,+(12–16)% 施法速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1501219,基础词缀,锡杖,2,1,1,+16% 生命返还与护盾返还,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502016,基础词缀,项链,0,1,1,造成伤害时，触发 20 级易伤诅咒，冷却时间为 0.2 秒,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502017,基础词缀,项链,0,1,1,造成伤害时，触发 20 级炽热诅咒，冷却时间为 0.2 秒,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502018,基础词缀,项链,0,1,1,造成伤害时，触发 20 级蚀骨之寒诅咒，冷却时间为 0.2 秒,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502019,基础词缀,项链,0,1,1,造成伤害时，触发 20 级感电诅咒，冷却时间为 0.2 秒,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502020,基础词缀,项链,0,1,1,造成伤害时，触发 20 级邪恶侵蚀诅咒，冷却时间为 0.2 秒,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502023,基础词缀,项链,0,1,1,免疫冰结,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502011,基础词缀,项链,1,1,1,+(8–10)% 移动速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502012,基础词缀,项链,1,1,1,每拥有 1 层任意祝福， +(2–3)% 伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502013,基础词缀,项链,1,1,1,每 27 点属性， +1% 伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502014,基础词缀,项链,1,1,1,附加 10 - 10 异常基础伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502015,基础词缀,项链,1,1,1,+(6–8)% 魔力封印补偿,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502022,基础词缀,项链,1,1,1,+(26–30)% 几率避免元素异常状态,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502024,基础词缀,项链,1,1,1,拥有邪祟；召唤物拥有邪祟,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502000,基础词缀,项链,2,1,1,+(54–74) 最大生命,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502001,基础词缀,项链,2,1,1,+(87–117) 最大护盾,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502002,基础词缀,项链,2,1,1,+(5–10)% 火焰抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502003,基础词缀,项链,2,1,1,+(5–10)% 冰霜抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502004,基础词缀,项链,2,1,1,+(5–10)% 闪电抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502005,基础词缀,项链,2,1,1,+(5–10)% 混沌抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502006,基础词缀,项链,2,1,1,+(3–4)% 元素抗性,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502007,基础词缀,项链,2,1,1,+(15–20) 力量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502008,基础词缀,项链,2,1,1,+(15–20) 敏捷,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502009,基础词缀,项链,2,1,1,+(15–20) 智慧,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1502010,基础词缀,项链,2,1,1,"+(20–24)% 伤害
+(20–24)% 召唤物伤害",https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503412,基础词缀,魔杖,0,1,1,+1 灵动祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503413,基础词缀,魔杖,0,1,1,+(36–40)% 迷踪效果,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503414,基础词缀,魔杖,0,1,1,+1 聚能祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503415,基础词缀,魔杖,0,1,1,+1 坚韧祝福层数上限,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503409,基础词缀,魔杖,1,1,1,+(15–20)% 收割回复速度,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503410,基础词缀,魔杖,1,1,1,额外 +(6–8)% 持续伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503411,基础词缀,魔杖,1,1,1,+(6–8)% 元素和混沌抗性穿透,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503400,基础词缀,魔杖,2,1,1,+(15–20) 力量,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503401,基础词缀,魔杖,2,1,1,+(15–20) 敏捷,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503402,基础词缀,魔杖,2,1,1,+(15–20) 智慧,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503403,基础词缀,魔杖,2,1,1,+(20–24)% 物理伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503404,基础词缀,魔杖,2,1,1,+(20–24)% 元素伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
1503405,基础词缀,魔杖,2,1,1,+(20–24)% 混沌伤害,https://tlidb.com/cn/Craft#%E8%AF%8D%E7%BC%80
